Year,Month,Region,Model,Estimated_Deliveries,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Source_Type,Charging_Stations,Date,Quarter,DayOfYear,WeekOfYear,MonthName,Estimated_Deliveries_Lag_1,Estimated_Deliveries_Lag_2,Estimated_Deliveries_Lag_3,Estimated_Deliveries_Lag_6,Estimated_Deliveries_Lag_12,Production_Units_Lag_1,Production_Units_Lag_2,Production_Units_Lag_3,Production_Units_Lag_6,Production_Units_Lag_12,Avg_Price_USD_Lag_1,Avg_Price_USD_Lag_2,Avg_Price_USD_Lag_3,Avg_Price_USD_Lag_6,Avg_Price_USD_Lag_12,Estimated_Deliveries_RollingMean_3,Estimated_Deliveries_RollingStd_3,Estimated_Deliveries_RollingMax_3,Estimated_Deliveries_RollingMean_6,Estimated_Deliveries_RollingStd_6,Estimated_Deliveries_RollingMax_6,Estimated_Deliveries_RollingMean_12,Estimated_Deliveries_RollingStd_12,Estimated_Deliveries_RollingMax_12,Production_Units_RollingMean_3,Production_Units_RollingStd_3,Production_Units_RollingMax_3,Production_Units_RollingMean_6,Production_Units_RollingStd_6,Production_Units_RollingMax_6,Production_Units_RollingMean_12,Production_Units_RollingStd_12,Production_Units_RollingMax_12,Avg_Price_USD_RollingMean_3,Avg_Price_USD_RollingStd_3,Avg_Price_USD_RollingMax_3,Avg_Price_USD_RollingMean_6,Avg_Price_USD_RollingStd_6,Avg_Price_USD_RollingMax_6,Avg_Price_USD_RollingMean_12,Avg_Price_USD_RollingStd_12,Avg_Price_USD_RollingMax_12,Month_Sin,Month_Cos,Quarter_Sin,Quarter_Cos,Is_Peak_Season,Years_Since_Launch,Month_Progress,Price_per_kWh,Range_per_kWh,Delivery_Production_Ratio,CO2_per_Delivery,Stations_per_1k_Deliveries,Price_Range_Ratio,Battery_Category,Price_Category,Model_Estimated_Deliveries_mean,Model_Estimated_Deliveries_std,Model_Estimated_Deliveries_max,Model_Avg_Price_USD_mean,Model_Avg_Price_USD_std,Region_Estimated_Deliveries_mean,Region_Estimated_Deliveries_std,Region_Charging_Stations_mean,Year_Avg_Deliveries,Year_Avg_Price,Region_Encoded,Model_Encoded,Source_Type_Encoded,MonthName_Encoded,Battery_Category_Encoded,Price_Category_Encoded,Region_Europe,Region_Middle East,Region_North America,Model_Model 3,Model_Model S,Model_Model X,Model_Model Y
2015,1,Asia,Model Y,12446.0,13885.0,55183.13,60,340,634.75,Official (Quarter),4390,2015-01-01,1,1,1,January,12446.0,12446.0,12446.0,12446.0,12446.0,13885.0,13885.0,13885.0,13885.0,13885.0,55183.13,55183.13,55183.13,55183.13,55183.13,12446.0,1535.8359287371811,12446.0,12446.0,1535.8359287371811,12446.0,12446.0,1535.8359287371811,12446.0,13885.0,1533.0075016124351,13885.0,13885.0,1533.0075016124351,13885.0,13885.0,1533.0075016124351,13885.0,55183.13,3141.9158451174344,55183.13,55183.13,3141.9158451174344,55183.13,55183.13,3141.9158451174344,55183.13,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,919.7188333333332,5.666666666666667,0.8962984300734553,0.0509962239897164,352.6954286173375,162.30332352941176,Small,Economy,9888.094460227272,3995.5155707269582,20337.625,86081.21106060606,19622.5260858356,9900.944318181819,3830.922843279509,8822.69393939394,9866.774479166666,85684.35116666667,0,4,2,4,2,0,False,False,False,False,False,False,True
2015,1,Middle East,Model 3,11446.0,12752.0,89289.4,100,588,1009.54,Estimated (Region),8925,2015-01-01,1,1,1,January,11446.0,11446.0,11446.0,11446.0,11446.0,12752.0,12752.0,12752.0,12752.0,12752.0,89289.4,89289.4,89289.4,89289.4,89289.4,11446.0,4521.240758906785,11446.0,11446.0,4521.240758906785,11446.0,11446.0,4521.240758906785,11446.0,12752.0,5055.8134854838145,12752.0,12752.0,5055.8134854838145,12752.0,12752.0,5055.8134854838145,12752.0,89289.4,16622.892486303343,89289.4,89289.4,16622.892486303343,89289.4,89289.4,16622.892486303343,89289.4,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,892.8939999999999,5.88,0.8975143103583471,0.08819253953000786,779.6802655717655,151.85272108843537,Medium,Mid-Range,10058.668323863636,3811.161933563894,20337.625,84528.00422348484,19658.391007202754,10144.104924242425,3898.9868467307165,9026.512121212121,9866.774479166666,85684.35116666667,2,1,0,4,1,1,False,True,False,True,False,False,False
2015,1,Middle East,Cybertruck,8803.0,9344.0,102888.58,60,336,443.67,Interpolated (Month),3923,2015-01-01,1,1,1,January,8803.0,8803.0,8803.0,8803.0,8803.0,9344.0,9344.0,9344.0,9344.0,9344.0,102888.58,102888.58,102888.58,102888.58,102888.58,8803.0,1174.5043635508555,8803.0,8803.0,1174.5043635508555,8803.0,8803.0,1174.5043635508555,8803.0,9344.0,1063.4885989045674,9344.0,9344.0,1063.4885989045674,9344.0,9344.0,1063.4885989045674,9344.0,102888.58,26297.110273496775,102888.58,102888.58,26297.110273496775,102888.58,102888.58,26297.110273496775,102888.58,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1714.8096666666668,5.6,0.9420010700909577,0.050394139027714675,445.5929123125852,306.2160119047619,Small,Premium,9677.611742424242,3947.2923911064045,20003.0,84498.87215909091,21044.163208576156,10144.104924242425,3898.9868467307165,9026.512121212121,9866.774479166666,85684.35116666667,2,0,1,4,2,2,False,True,False,False,False,False,False
2015,1,North America,Cybertruck,6367.0,6802.0,104962.32,82,459,438.37,Estimated (Region),9170,2015-01-01,1,1,1,January,6367.0,6367.0,6367.0,6367.0,6367.0,6802.0,6802.0,6802.0,6802.0,6802.0,104962.32,104962.32,104962.32,104962.32,104962.32,6367.0,1599.4755390439705,6367.0,6367.0,1599.4755390439705,6367.0,6367.0,1599.4755390439705,6367.0,6802.0,2154.5543622754103,6802.0,6802.0,2154.5543622754103,6802.0,6802.0,2154.5543622754103,6802.0,104962.32,22866.49687175651,104962.32,104962.32,22866.49687175651,104962.32,104962.32,22866.49687175651,104962.32,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1280.0282926829268,5.597560975609756,0.9359106276642658,0.06883951005025125,1440.0125628140704,228.67607843137256,Medium,Premium,9677.611742424242,3947.2923911064045,20003.0,84498.87215909091,21044.163208576156,9782.827083333334,3867.7273147274936,8850.33787878788,9866.774479166666,85684.35116666667,3,0,0,4,1,2,False,False,True,False,False,False,False
2015,1,Asia,Model 3,8795.0,9165.0,87988.73,82,456,601.58,Official (Quarter),12626,2015-01-01,1,1,1,January,8795.0,8795.0,8795.0,8795.0,8795.0,9165.0,9165.0,9165.0,9165.0,9165.0,87988.73,87988.73,87988.73,87988.73,87988.73,8795.0,7047.026181305133,8795.0,8795.0,7047.026181305133,8795.0,8795.0,7047.026181305133,8795.0,9165.0,6866.006845321376,9165.0,9165.0,6866.006845321376,9165.0,9165.0,6866.006845321376,9165.0,87988.73,2385.6227162315495,87988.73,87988.73,2385.6227162315495,87988.73,87988.73,2385.6227162315495,87988.73,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1073.0332926829267,5.560975609756097,0.9595243290421122,0.0683924511141428,1435.425193269668,192.95774122807018,Medium,Mid-Range,10058.668323863636,3811.161933563894,20337.625,84528.00422348484,19658.391007202754,9900.944318181819,3830.922843279509,8822.69393939394,9866.774479166666,85684.35116666667,0,1,2,4,1,1,False,False,False,True,False,False,False
2015,1,Europe,Cybertruck,2161.0,2465.0,112637.91,120,695,225.28,Estimated (Region),14062,2015-01-01,1,1,1,January,2161.0,2161.0,2161.0,2161.0,2161.0,2465.0,2465.0,2465.0,2465.0,2465.0,112637.91,112637.91,112637.91,112637.91,112637.91,2161.0,2237.2858556742362,2161.0,2161.0,2237.2858556742362,2161.0,2161.0,2237.2858556742362,2161.0,2465.0,2155.968575837783,2465.0,2465.0,2155.968575837783,2465.0,2465.0,2155.968575837783,2465.0,112637.91,8246.823754419029,112637.91,112637.91,8246.823754419029,112637.91,112637.91,8246.823754419029,112637.91,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,938.64925,5.791666666666667,0.8763179237631792,0.10419981498612396,6504.162812210915,162.06893525179856,Large,Premium,9677.611742424242,3947.2923911064045,20003.0,84498.87215909091,21044.163208576156,9834.469886363637,4058.9706064326356,9028.99090909091,9866.774479166666,85684.35116666667,1,0,0,4,0,2,True,False,False,False,False,False,False
2015,1,North America,Model S,11986.0,13302.0,91906.09,82,457,821.64,Estimated (Region),4871,2015-01-01,1,1,1,January,11986.0,11986.0,11986.0,11986.0,11986.0,13302.0,13302.0,13302.0,13302.0,13302.0,91906.09,91906.09,91906.09,91906.09,91906.09,11986.0,3691.097397793778,11986.0,11986.0,3691.097397793778,11986.0,11986.0,3691.097397793778,11986.0,13302.0,3954.8482271763605,13302.0,13302.0,3954.8482271763605,13302.0,13302.0,3954.8482271763605,13302.0,91906.09,10367.84004206276,91906.09,91906.09,10367.84004206276,91906.09,91906.09,10367.84004206276,91906.09,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1120.8059756097562,5.573170731707317,0.9009997744869578,0.06854425627763411,406.35688662717945,201.1074179431072,Medium,Premium,10188.644886363636,4030.2362173576744,20337.625,85185.40126893939,19789.539701505986,9782.827083333334,3867.7273147274936,8850.33787878788,9866.774479166666,85684.35116666667,3,2,0,4,1,2,False,False,True,False,True,False,False
2015,1,Europe,Model X,8833.0,8878.0,113652.43,82,461,610.8,Official (Quarter),10950,2015-01-01,1,1,1,January,8833.0,8833.0,8833.0,8833.0,8833.0,8878.0,8878.0,8878.0,8878.0,8878.0,113652.43,113652.43,113652.43,113652.43,113652.43,8833.0,749.5331880577404,8833.0,8833.0,749.5331880577404,8833.0,8833.0,749.5331880577404,8833.0,8878.0,771.4534982745233,8878.0,8878.0,771.4534982745233,8878.0,8878.0,771.4534982745233,8878.0,113652.43,31216.770348263122,113652.43,113652.43,31216.770348263122,113652.43,113652.43,31216.770348263122,113652.43,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1386.005243902439,5.621951219512195,0.9948192364004955,0.06914195155082635,1239.5290921439891,246.5345553145336,Medium,Premium,9764.913352272728,3778.541002280488,20337.625,84243.21293560606,20484.416530760423,9834.469886363637,4058.9706064326356,9028.99090909091,9866.774479166666,85684.35116666667,1,3,2,4,1,2,True,False,False,False,False,True,False
2015,1,North America,Model 3,9446.0,9528.0,110632.33,75,435,616.35,Estimated (Region),11496,2015-01-01,1,1,1,January,9446.0,9446.0,9446.0,9446.0,9446.0,9528.0,9528.0,9528.0,9528.0,9528.0,110632.33,110632.33,110632.33,110632.33,110632.33,9446.0,1028.13325984524,9446.0,9446.0,1028.13325984524,9446.0,9446.0,1028.13325984524,9446.0,9528.0,405.1721856198917,9528.0,9528.0,405.1721856198917,9528.0,9528.0,405.1721856198917,9528.0,110632.33,33638.78785052235,110632.33,110632.33,33638.78785052235,110632.33,110632.33,33638.78785052235,110632.33,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,1475.0977333333333,5.8,0.9912897470878371,0.06524293426484598,1216.8942521435374,254.32719540229886,Small,Premium,10058.668323863636,3811.161933563894,20337.625,84528.00422348484,19658.391007202754,9782.827083333334,3867.7273147274936,8850.33787878788,9866.774479166666,85684.35116666667,3,1,0,4,2,2,False,False,True,True,False,False,False
2015,1,Europe,Model S,4350.0,4736.0,53251.53,82,475,309.94,Interpolated (Month),5046,2015-01-01,1,1,1,January,4350.0,4350.0,4350.0,4350.0,4350.0,4736.0,4736.0,4736.0,4736.0,4736.0,53251.53,53251.53,53251.53,53251.53,53251.53,4350.0,1725.340546095176,4350.0,4350.0,1725.340546095176,4350.0,4350.0,1725.340546095176,4350.0,4736.0,1714.0268375961912,4736.0,4736.0,1714.0268375961912,4736.0,4736.0,1714.0268375961912,4736.0,53251.53,45801.5831012881,53251.53,53251.53,45801.5831012881,53251.53,53251.53,45801.5831012881,53251.53,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0,0,0.0,649.4089024390244,5.7926829268292686,0.9183027232425586,0.07123419903470467,1159.733394621926,112.10848421052631,Medium,Economy,10188.644886363636,4030.2362173576744,20337.625,85185.40126893939,19789.539701505986,9834.469886363637,4058.9706064326356,9028.99090909091,9866.774479166666,85684.35116666667,1,2,1,4,1,0,True,False,False,False,True,False,False
